county,precinct,office,district,party,candidate,votes,mail,provisional,election_day
Fayette,North Union Township 4 - 50-04,Attorney General,,GRN,Richard L Weiss,5,4,1,0
Fayette,North Union Township 5 - 50-05,Attorney General,,GRN,Richard L Weiss,2,0,0,2
Fayette,Ohiopyle Borough - 52-01,Attorney General,,GRN,Richard L Weiss,0,0,0,0
Fayette,Perry Township - 54-01,Attorney General,,GRN,Richard L Weiss,7,2,0,5
Fayette,Perryopolis Borough - 56-01,Attorney General,,GRN,Richard L Weiss,6,1,0,5
Fayette,Point Marion Borough - 58-01,Attorney General,,GRN,Richard L Weiss,9,3,0,6
Fayette,Redstone Township 1 - 60-01,Attorney General,,GRN,Richard L Weiss,4,1,0,3
Fayette,Redstone Township 2 - 60-02,Attorney General,,GRN,Richard L Weiss,6,1,0,5
Fayette,Redstone Township 3 - 60-03,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Redstone Township 4 - 60-04,Attorney General,,GRN,Richard L Weiss,0,0,0,0
Fayette,Saltlick Township - 62-01,Attorney General,,GRN,Richard L Weiss,9,2,0,7
Fayette,Smithfield Borough - 64-01,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,South Connellsville Borough - 66-01,Attorney General,,GRN,Richard L Weiss,4,1,0,3
Fayette,South Union Township 1 - 68-01,Attorney General,,GRN,Richard L Weiss,17,6,0,11
Fayette,South Union Township 2 - 68-02,Attorney General,,GRN,Richard L Weiss,9,2,1,6
Fayette,South Union Township 3 - 68-03,Attorney General,,GRN,Richard L Weiss,12,5,1,6
Fayette,Springfield Township 1 - 70-01,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Springfield Township 2 - 70-02,Attorney General,,GRN,Richard L Weiss,4,1,0,3
Fayette,Springhill Township - 72-01,Attorney General,,GRN,Richard L Weiss,14,1,1,12
Fayette,Stewart Township - 74-01,Attorney General,,GRN,Richard L Weiss,2,0,0,2
Fayette,Uniontown City 1 - 76-01,Attorney General,,GRN,Richard L Weiss,8,0,0,8
Fayette,Uniontown City 2 - 76-02,Attorney General,,GRN,Richard L Weiss,6,3,0,3
Fayette,Uniontown City 3 - 76-03,Attorney General,,GRN,Richard L Weiss,6,1,0,5
Fayette,Uniontown City 4 - 76-04,Attorney General,,GRN,Richard L Weiss,3,1,0,2
Fayette,Uniontown City 5 - 76-05,Attorney General,,GRN,Richard L Weiss,8,3,0,5
Fayette,Uniontown City 6 - 76-06,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Uniontown City 7 - 76-07,Attorney General,,GRN,Richard L Weiss,6,3,0,3
Fayette,Upper Tyrone Township - 78-01,Attorney General,,GRN,Richard L Weiss,6,0,0,6
Fayette,Vanderbilt Borough - 80-01,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Washington Township - 82-01,Attorney General,,GRN,Richard L Weiss,16,7,0,9
Fayette,Wharton Township - 84-01,Attorney General,,GRN,Richard L Weiss,15,5,0,10
Fayette,Belle Vernon Borough - 02-01,Attorney General,,CST,Justin L Magill,4,1,0,3
Fayette,Brownsville Township - 04-01,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,CST,Justin L Magill,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,Attorney General,,CST,Justin L Magill,13,1,0,12
Fayette,Bullskin Township 2 - 08-02,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,Bullskin Township 3 - 08-03,Attorney General,,CST,Justin L Magill,4,0,0,4
Fayette,Connellsville City 1- 10-01,Attorney General,,CST,Justin L Magill,9,1,0,8
Fayette,Connellsville City 2- 10-02,Attorney General,,CST,Justin L Magill,7,4,1,2
Fayette,Connellsville City 3- 10-03,Attorney General,,CST,Justin L Magill,0,0,0,0
Fayette,Connellsville City 4- 10-04,Attorney General,,CST,Justin L Magill,5,0,0,5
Fayette,Connellsville Township - 12-01,Attorney General,,CST,Justin L Magill,7,2,0,5
Fayette,Dawson Borough - 14-01,Attorney General,,CST,Justin L Magill,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Attorney General,,CST,Justin L Magill,9,3,0,6
Fayette,Dunbar Township 2 - 16-02,Attorney General,,CST,Justin L Magill,16,0,0,16
Fayette,Dunbar  Borough - 18-01,Attorney General,,CST,Justin L Magill,2,0,0,2
Fayette,Everson Borough - 20-01,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,Fairchance Borough - 22-01,Attorney General,,CST,Justin L Magill,7,3,0,4
Fayette,Fayette City Borough - 24-01,Attorney General,,CST,Justin L Magill,4,2,0,2
Fayette,Franklin Township 1 - 26-01,Attorney General,,CST,Justin L Magill,8,3,0,5
Fayette,Franklin Township 2 - 26-02,Attorney General,,CST,Justin L Magill,2,1,0,1
Fayette,Georges Township 1 - 28-01,Attorney General,,CST,Justin L Magill,4,0,0,4
Fayette,Georges Township 2 - 28-02,Attorney General,,CST,Justin L Magill,7,2,0,5
Fayette,Georges Township 3 - 28-03,Attorney General,,CST,Justin L Magill,9,0,0,9
Fayette,German Township 1 - 30-01,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,German Township 2 - 30-02,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,German Township 3 - 30-03,Attorney General,,CST,Justin L Magill,2,0,0,2
Fayette,German Township 4 - 30-04,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,Henry Clay Township - 32-01,Attorney General,,CST,Justin L Magill,12,2,0,10
Fayette,Jefferson Township - 34-01,Attorney General,,CST,Justin L Magill,8,1,0,7
Fayette,Lower Tyrone Township - 36-01,Attorney General,,CST,Justin L Magill,6,1,0,5
Fayette,Luzerne Township 1 - 38-01,Attorney General,,CST,Justin L Magill,2,0,0,2
Fayette,Luzerne Township 2 - 38-02,Attorney General,,CST,Justin L Magill,6,0,0,6
Fayette,Luzerne Township 3 - 38-03,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,Luzerne Township 4 - 38-04,Attorney General,,CST,Justin L Magill,4,1,0,3
Fayette,Markleysburg Borough - 40-01,Attorney General,,CST,Justin L Magill,3,2,0,1
Fayette,Masontown Borough - 42-01,Attorney General,,CST,Justin L Magill,5,1,0,4
Fayette,Menallen Township 1 - 44-01,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,Menallen Township 2 - 44-02,Attorney General,,CST,Justin L Magill,4,1,0,3
Fayette,Menallen Township 3 - 44-03,Attorney General,,CST,Justin L Magill,3,0,0,3
Fayette,Newell Borough - 46-01,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,Nicholson Township - 48-01,Attorney General,,CST,Justin L Magill,11,2,0,9
Fayette,North Union Township 1 - 50-01,Attorney General,,CST,Justin L Magill,2,1,0,1
Fayette,North Union Township 2 - 50-02,Attorney General,,CST,Justin L Magill,6,1,0,5
Fayette,North Union Township 3 - 50-03,Attorney General,,CST,Justin L Magill,2,0,0,2
Fayette,North Union Township 4 - 50-04,Attorney General,,CST,Justin L Magill,13,5,0,8
Fayette,North Union Township 5 - 50-05,Attorney General,,CST,Justin L Magill,2,0,0,2
Fayette,Ohiopyle Borough - 52-01,Attorney General,,CST,Justin L Magill,0,0,0,0
Fayette,Perry Township - 54-01,Attorney General,,CST,Justin L Magill,9,1,0,8
Fayette,Perryopolis Borough - 56-01,Attorney General,,CST,Justin L Magill,7,0,0,7
Fayette,Point Marion Borough - 58-01,Attorney General,,CST,Justin L Magill,5,1,0,4
Fayette,Redstone Township 1 - 60-01,Attorney General,,CST,Justin L Magill,6,2,0,4
Fayette,Redstone Township 2 - 60-02,Attorney General,,CST,Justin L Magill,5,0,0,5
Fayette,Redstone Township 3 - 60-03,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,Redstone Township 4 - 60-04,Attorney General,,CST,Justin L Magill,2,0,0,2
Fayette,Saltlick Township - 62-01,Attorney General,,CST,Justin L Magill,12,0,0,12
Fayette,Smithfield Borough - 64-01,Attorney General,,CST,Justin L Magill,5,0,0,5
Fayette,South Connellsville Borough - 66-01,Attorney General,,CST,Justin L Magill,3,2,0,1
Fayette,South Union Township 1 - 68-01,Attorney General,,CST,Justin L Magill,10,4,0,6
Fayette,South Union Township 2 - 68-02,Attorney General,,CST,Justin L Magill,4,1,0,3
Fayette,South Union Township 3 - 68-03,Attorney General,,CST,Justin L Magill,7,3,0,4
Fayette,Springfield Township 1 - 70-01,Attorney General,,CST,Justin L Magill,6,0,0,6
Fayette,Springfield Township 2 - 70-02,Attorney General,,CST,Justin L Magill,7,0,0,7
Fayette,Springhill Township - 72-01,Attorney General,,CST,Justin L Magill,8,2,0,6
Fayette,Stewart Township - 74-01,Attorney General,,CST,Justin L Magill,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Attorney General,,CST,Justin L Magill,3,3,0,0
Fayette,Uniontown City 2 - 76-02,Attorney General,,CST,Justin L Magill,4,0,0,4
Fayette,Uniontown City 3 - 76-03,Attorney General,,CST,Justin L Magill,6,3,0,3
Fayette,Uniontown City 4 - 76-04,Attorney General,,CST,Justin L Magill,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Attorney General,,CST,Justin L Magill,2,1,0,1
Fayette,Uniontown City 6 - 76-06,Attorney General,,CST,Justin L Magill,5,2,0,3
Fayette,Uniontown City 7 - 76-07,Attorney General,,CST,Justin L Magill,7,2,1,4
Fayette,Upper Tyrone Township - 78-01,Attorney General,,CST,Justin L Magill,6,0,0,6
Fayette,Vanderbilt Borough - 80-01,Attorney General,,CST,Justin L Magill,1,0,0,1
Fayette,Washington Township - 82-01,Attorney General,,CST,Justin L Magill,17,5,0,12
Fayette,Wharton Township - 84-01,Attorney General,,CST,Justin L Magill,13,4,1,8
Fayette,Belle Vernon Borough - 02-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Brownsville Township - 04-01,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,FWD,Eric L Settle,1,1,0,0
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,FWD,Eric L Settle,2,0,0,2
Fayette,Bullskin Township 1 - 08-01,Attorney General,,FWD,Eric L Settle,2,0,0,2
Fayette,Bullskin Township 2 - 08-02,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Bullskin Township 3 - 08-03,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Connellsville City 1- 10-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Connellsville City 2- 10-02,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Connellsville City 3- 10-03,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Connellsville City 4- 10-04,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Connellsville Township - 12-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Dawson Borough - 14-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Dunbar Township 2 - 16-02,Attorney General,,FWD,Eric L Settle,4,3,0,1
Fayette,Dunbar  Borough - 18-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Everson Borough - 20-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Fairchance Borough - 22-01,Attorney General,,FWD,Eric L Settle,3,0,1,2
Fayette,Fayette City Borough - 24-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Attorney General,,FWD,Eric L Settle,3,0,0,3
Fayette,Georges Township 1 - 28-01,Attorney General,,FWD,Eric L Settle,2,0,0,2
Fayette,Georges Township 2 - 28-02,Attorney General,,FWD,Eric L Settle,2,0,0,2
Fayette,Georges Township 3 - 28-03,Attorney General,,FWD,Eric L Settle,1,1,0,0
Fayette,German Township 1 - 30-01,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,German Township 2 - 30-02,Attorney General,,FWD,Eric L Settle,3,0,0,3
Fayette,German Township 3 - 30-03,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,German Township 4 - 30-04,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Henry Clay Township - 32-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Jefferson Township - 34-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Luzerne Township 1 - 38-01,Attorney General,,FWD,Eric L Settle,1,0,1,0
Fayette,Luzerne Township 2 - 38-02,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Markleysburg Borough - 40-01,Attorney General,,FWD,Eric L Settle,1,1,0,0
Fayette,Masontown Borough - 42-01,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Menallen Township 1 - 44-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Menallen Township 2 - 44-02,Attorney General,,FWD,Eric L Settle,3,0,0,3
Fayette,Menallen Township 3 - 44-03,Attorney General,,FWD,Eric L Settle,1,1,0,0
Fayette,Newell Borough - 46-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Nicholson Township - 48-01,Attorney General,,FWD,Eric L Settle,4,0,0,4
Fayette,North Union Township 1 - 50-01,Attorney General,,FWD,Eric L Settle,4,1,0,3
Fayette,North Union Township 2 - 50-02,Attorney General,,FWD,Eric L Settle,3,1,0,2
Fayette,North Union Township 3 - 50-03,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,North Union Township 4 - 50-04,Attorney General,,FWD,Eric L Settle,2,0,0,2
Fayette,North Union Township 5 - 50-05,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Perry Township - 54-01,Attorney General,,FWD,Eric L Settle,6,0,1,5
Fayette,Perryopolis Borough - 56-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Point Marion Borough - 58-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Redstone Township 1 - 60-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Redstone Township 2 - 60-02,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Redstone Township 3 - 60-03,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Redstone Township 4 - 60-04,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Saltlick Township - 62-01,Attorney General,,FWD,Eric L Settle,3,1,0,2
Fayette,Smithfield Borough - 64-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,South Union Township 1 - 68-01,Attorney General,,FWD,Eric L Settle,7,6,0,1
Fayette,South Union Township 2 - 68-02,Attorney General,,FWD,Eric L Settle,3,1,0,2
Fayette,South Union Township 3 - 68-03,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Springfield Township 1 - 70-01,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Springfield Township 2 - 70-02,Attorney General,,FWD,Eric L Settle,1,0,0,1
Fayette,Springhill Township - 72-01,Attorney General,,FWD,Eric L Settle,4,2,0,2
Fayette,Stewart Township - 74-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Attorney General,,FWD,Eric L Settle,6,1,0,5
Fayette,Uniontown City 2 - 76-02,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Attorney General,,FWD,Eric L Settle,2,2,0,0
Fayette,Uniontown City 4 - 76-04,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Attorney General,,FWD,Eric L Settle,6,0,0,6
Fayette,Uniontown City 6 - 76-06,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Uniontown City 7 - 76-07,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,Attorney General,,FWD,Eric L Settle,2,1,0,1
Fayette,Vanderbilt Borough - 80-01,Attorney General,,FWD,Eric L Settle,0,0,0,0
Fayette,Washington Township - 82-01,Attorney General,,FWD,Eric L Settle,2,0,0,2
Fayette,Wharton Township - 84-01,Attorney General,,FWD,Eric L Settle,5,2,0,3
Fayette,Belle Vernon Borough - 02-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Brownsville Township - 04-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,,Write-in,1,1,0,0
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,,Write-in,1,0,1,0
Fayette,Bullskin Township 1 - 08-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,Attorney General,,,Write-in,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Attorney General,,,Write-in,1,0,0,1
Fayette,Connellsville City 1- 10-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Connellsville City 2- 10-02,Attorney General,,,Write-in,1,0,0,1
Fayette,Connellsville City 3- 10-03,Attorney General,,,Write-in,0,0,0,0
Fayette,Connellsville City 4- 10-04,Attorney General,,,Write-in,0,0,0,0
Fayette,Connellsville Township - 12-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Dawson Borough - 14-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Attorney General,,,Write-in,2,0,0,2
Fayette,Dunbar Township 2 - 16-02,Attorney General,,,Write-in,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Everson Borough - 20-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Fairchance Borough - 22-01,Attorney General,,,Write-in,1,0,0,1
Fayette,Fayette City Borough - 24-01,Attorney General,,,Write-in,1,1,0,0
Fayette,Franklin Township 1 - 26-01,Attorney General,,,Write-in,1,0,0,1
Fayette,Franklin Township 2 - 26-02,Attorney General,,,Write-in,2,0,0,2
Fayette,Georges Township 1 - 28-01,Attorney General,,,Write-in,1,1,0,0
Fayette,Georges Township 2 - 28-02,Attorney General,,,Write-in,0,0,0,0
Fayette,Georges Township 3 - 28-03,Attorney General,,,Write-in,2,1,0,1
Fayette,German Township 1 - 30-01,Attorney General,,,Write-in,0,0,0,0
Fayette,German Township 2 - 30-02,Attorney General,,,Write-in,0,0,0,0
Fayette,German Township 3 - 30-03,Attorney General,,,Write-in,2,0,0,2
Fayette,German Township 4 - 30-04,Attorney General,,,Write-in,0,0,0,0
Fayette,Henry Clay Township - 32-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Jefferson Township - 34-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Attorney General,,,Write-in,1,0,0,1
Fayette,Luzerne Township 3 - 38-03,Attorney General,,,Write-in,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Attorney General,,,Write-in,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Masontown Borough - 42-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Attorney General,,,Write-in,1,0,0,1
Fayette,Menallen Township 2 - 44-02,Attorney General,,,Write-in,1,0,0,1
Fayette,Menallen Township 3 - 44-03,Attorney General,,,Write-in,0,0,0,0
Fayette,Newell Borough - 46-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Nicholson Township - 48-01,Attorney General,,,Write-in,0,0,0,0
Fayette,North Union Township 1 - 50-01,Attorney General,,,Write-in,0,0,0,0
Fayette,North Union Township 2 - 50-02,Attorney General,,,Write-in,1,0,0,1
Fayette,North Union Township 3 - 50-03,Attorney General,,,Write-in,0,0,0,0
Fayette,North Union Township 4 - 50-04,Attorney General,,,Write-in,0,0,0,0
Fayette,North Union Township 5 - 50-05,Attorney General,,,Write-in,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Perry Township - 54-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Attorney General,,,Write-in,1,1,0,0
Fayette,Point Marion Borough - 58-01,Attorney General,,,Write-in,1,0,0,1
Fayette,Redstone Township 1 - 60-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Attorney General,,,Write-in,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Attorney General,,,Write-in,1,1,0,0
Fayette,Redstone Township 4 - 60-04,Attorney General,,,Write-in,0,0,0,0
Fayette,Saltlick Township - 62-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Smithfield Borough - 64-01,Attorney General,,,Write-in,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Attorney General,,,Write-in,0,0,0,0
Fayette,South Union Township 1 - 68-01,Attorney General,,,Write-in,0,0,0,0
Fayette,South Union Township 2 - 68-02,Attorney General,,,Write-in,0,0,0,0
Fayette,South Union Township 3 - 68-03,Attorney General,,,Write-in,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Attorney General,,,Write-in,1,1,0,0
Fayette,Springfield Township 2 - 70-02,Attorney General,,,Write-in,1,0,0,1
Fayette,Springhill Township - 72-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Stewart Township - 74-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Attorney General,,,Write-in,0,0,0,0
Fayette,Uniontown City 2 - 76-02,Attorney General,,,Write-in,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Attorney General,,,Write-in,1,0,0,1
