county,precinct,office,district,candidate,party,votes,election_day,absentee,provisional,military,federal
Cumberland,NEWVILLE NORTH,Straight Party,,,DEM,48,48.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,Straight Party,,,DEM,44,43.0,1.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,Straight Party,,,DEM,326,311.0,14.0,0.0,1.0,0.0
Cumberland,NORTH MIDDLETON 2,Straight Party,,,DEM,291,281.0,10.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,Straight Party,,,DEM,450,432.0,17.0,0.0,1.0,0.0
Cumberland,NORTH NEWTON,Straight Party,,,DEM,97,93.0,4.0,0.0,0.0,0.0
Cumberland,PENN,Straight Party,,,DEM,160,153.0,7.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,Straight Party,,,DEM,174,169.0,5.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,Straight Party,,,DEM,179,174.0,5.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,Straight Party,,,DEM,375,367.0,5.0,3.0,0.0,0.0
Cumberland,SHIREMANSTOWN,Straight Party,,,DEM,208,202.0,6.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,Straight Party,,,DEM,285,269.0,16.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,Straight Party,,,DEM,204,195.0,9.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,Straight Party,,,DEM,227,221.0,6.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,Straight Party,,,DEM,288,270.0,18.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 5,Straight Party,,,DEM,239,229.0,10.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 6,Straight Party,,,DEM,184,173.0,11.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,Straight Party,,,DEM,386,367.0,18.0,0.0,1.0,0.0
Cumberland,SILVER SPRING 8,Straight Party,,,DEM,146,139.0,7.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 9,Straight Party,,,DEM,109,105.0,4.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 1,Straight Party,,,DEM,131,125.0,6.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 2,Straight Party,,,DEM,185,171.0,14.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,Straight Party,,,DEM,195,185.0,10.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 4,Straight Party,,,DEM,208,175.0,33.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 5,Straight Party,,,DEM,122,112.0,10.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 6,Straight Party,,,DEM,200,184.0,16.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 7,Straight Party,,,DEM,155,144.0,11.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 8,Straight Party,,,DEM,196,186.0,10.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 9,Straight Party,,,DEM,178,163.0,14.0,0.0,1.0,0.0
Cumberland,SOUTH NEWTON,Straight Party,,,DEM,68,67.0,1.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,Straight Party,,,DEM,99,98.0,1.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,Straight Party,,,DEM,132,129.0,3.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,Straight Party,,,DEM,237,230.0,7.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,Straight Party,,,DEM,168,160.0,8.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 2,Straight Party,,,DEM,98,88.0,10.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,Straight Party,,,DEM,189,175.0,14.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,Straight Party,,,DEM,266,257.0,9.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 5,Straight Party,,,DEM,206,196.0,9.0,1.0,0.0,0.0
Cumberland,UPPER ALLEN 6,Straight Party,,,DEM,190,182.0,8.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,Straight Party,,,DEM,146,138.0,8.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,Straight Party,,,DEM,331,319.0,12.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 9,Straight Party,,,DEM,256,248.0,8.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,Straight Party,,,DEM,332,323.0,5.0,4.0,0.0,0.0
Cumberland,UPPER FRANKFORD,Straight Party,,,DEM,78,77.0,1.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,Straight Party,,,DEM,58,55.0,3.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,Straight Party,,,DEM,170,160.0,9.0,0.0,1.0,0.0
Cumberland,WEST PENNSBORO UPPER,Straight Party,,,DEM,203,195.0,8.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,Straight Party,,,DEM,141,135.0,6.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,Straight Party,,,DEM,210,204.0,5.0,1.0,0.0,0.0
Cumberland,Total,Straight Party,,,DEM,26613,25328.0,1250.0,18.0,17.0,0.0
Cumberland,CAMP HILL 1,Straight Party,,,REP,175,170.0,5.0,0.0,0.0,0.0
Cumberland,CAMP HILL 2,Straight Party,,,REP,221,215.0,6.0,0.0,0.0,0.0
Cumberland,CAMP HILL 3,Straight Party,,,REP,314,301.0,13.0,0.0,0.0,0.0
Cumberland,CAMP HILL 4,Straight Party,,,REP,125,122.0,3.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,Straight Party,,,REP,186,180.0,6.0,0.0,0.0,0.0
Cumberland,CARLISLE 1-1,Straight Party,,,REP,69,68.0,1.0,0.0,0.0,0.0
Cumberland,CARLISLE 1-2,Straight Party,,,REP,85,84.0,1.0,0.0,0.0,0.0
Cumberland,CARLISLE 2,Straight Party,,,REP,152,146.0,5.0,1.0,0.0,0.0
Cumberland,CARLISLE 3-1,Straight Party,,,REP,134,129.0,5.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-2,Straight Party,,,REP,249,218.0,31.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-3,Straight Party,,,REP,376,342.0,34.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-1,Straight Party,,,REP,56,50.0,6.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-2,Straight Party,,,REP,235,218.0,15.0,0.0,2.0,0.0
Cumberland,CARLISLE 5,Straight Party,,,REP,408,391.0,17.0,0.0,0.0,0.0
Cumberland,COOKE,Straight Party,,,REP,51,51.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,Straight Party,,,REP,798,747.0,51.0,0.0,0.0,0.0
Cumberland,DICKINSON SOUTH,Straight Party,,,REP,318,309.0,8.0,1.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,Straight Party,,,REP,314,305.0,9.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,Straight Party,,,REP,302,292.0,10.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,Straight Party,,,REP,333,329.0,4.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,Straight Party,,,REP,322,315.0,7.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,Straight Party,,,REP,275,268.0,7.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,Straight Party,,,REP,107,101.0,6.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,Straight Party,,,REP,321,311.0,10.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 8,Straight Party,,,REP,286,274.0,12.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,Straight Party,,,REP,283,277.0,6.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,Straight Party,,,REP,269,254.0,15.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,Straight Party,,,REP,253,248.0,5.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,Straight Party,,,REP,253,243.0,9.0,1.0,0.0,0.0
Cumberland,HAMPDEN 3,Straight Party,,,REP,287,272.0,15.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,Straight Party,,,REP,277,266.0,11.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,Straight Party,,,REP,298,286.0,12.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,Straight Party,,,REP,461,444.0,17.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,Straight Party,,,REP,247,232.0,15.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,Straight Party,,,REP,228,217.0,11.0,0.0,0.0,0.0
Cumberland,HAMPDEN 9,Straight Party,,,REP,340,320.0,20.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,Straight Party,,,REP,889,849.0,40.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,Straight Party,,,REP,784,744.0,40.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,Straight Party,,,REP,549,523.0,26.0,0.0,0.0,0.0
Cumberland,HOPEWELL,Straight Party,,,REP,406,398.0,8.0,0.0,0.0,0.0
Cumberland,LEMOYNE 1,Straight Party,,,REP,102,101.0,1.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,Straight Party,,,REP,78,77.0,1.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,Straight Party,,,REP,255,241.0,14.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,Straight Party,,,REP,90,90.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,Straight Party,,,REP,55,55.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,Straight Party,,,REP,239,235.0,4.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,Straight Party,,,REP,723,689.0,32.0,0.0,2.0,0.0
Cumberland,LOWER ALLEN 3,Straight Party,,,REP,309,300.0,9.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,Straight Party,,,REP,199,195.0,4.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,Straight Party,,,REP,583,549.0,34.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,Straight Party,,,REP,374,356.0,18.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,Straight Party,,,REP,294,287.0,7.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,Straight Party,,,REP,277,277.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,Straight Party,,,REP,103,99.0,4.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,Straight Party,,,REP,233,225.0,8.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,Straight Party,,,REP,340,332.0,8.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,Straight Party,,,REP,196,192.0,4.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,Straight Party,,,REP,130,127.0,3.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 5,Straight Party,,,REP,230,223.0,7.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 1,Straight Party,,,REP,776,750.0,25.0,1.0,0.0,0.0
Cumberland,MIDDLESEX 2,Straight Party,,,REP,365,349.0,16.0,0.0,0.0,0.0
Cumberland,MONROE 1,Straight Party,,,REP,672,646.0,26.0,0.0,0.0,0.0
Cumberland,MONROE 2,Straight Party,,,REP,532,510.0,21.0,1.0,0.0,0.0
Cumberland,MT HOLLY SPRINGS,Straight Party,,,REP,246,242.0,4.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,Straight Party,,,REP,335,330.0,3.0,0.0,2.0,0.0
Cumberland,NEW CUMBERLAND 2-1,Straight Party,,,REP,233,229.0,4.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,Straight Party,,,REP,234,223.0,11.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,Straight Party,,,REP,178,176.0,2.0,0.0,0.0,0.0
Cumberland,NEWBURG,Straight Party,,,REP,57,57.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,Straight Party,,,REP,95,93.0,2.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,Straight Party,,,REP,76,75.0,1.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,Straight Party,,,REP,582,566.0,16.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,Straight Party,,,REP,380,367.0,13.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,Straight Party,,,REP,764,730.0,33.0,0.0,1.0,0.0
Cumberland,NORTH NEWTON,Straight Party,,,REP,454,444.0,10.0,0.0,0.0,0.0
Cumberland,PENN,Straight Party,,,REP,526,517.0,9.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,Straight Party,,,REP,197,183.0,14.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,Straight Party,,,REP,175,173.0,2.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,Straight Party,,,REP,255,248.0,6.0,1.0,0.0,0.0
Cumberland,SHIREMANSTOWN,Straight Party,,,REP,222,217.0,5.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,Straight Party,,,REP,454,436.0,17.0,0.0,1.0,0.0
Cumberland,SILVER SPRING 2,Straight Party,,,REP,347,327.0,20.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,Straight Party,,,REP,276,269.0,7.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,Straight Party,,,REP,399,380.0,19.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 5,Straight Party,,,REP,308,296.0,12.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 6,Straight Party,,,REP,190,167.0,23.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,Straight Party,,,REP,410,394.0,16.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 8,Straight Party,,,REP,350,329.0,21.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 9,Straight Party,,,REP,296,279.0,15.0,0.0,2.0,0.0
Cumberland,SOUTH MIDDLETON 1,Straight Party,,,REP,381,369.0,12.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 2,Straight Party,,,REP,312,298.0,14.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,Straight Party,,,REP,337,321.0,15.0,0.0,1.0,0.0
Cumberland,SOUTH MIDDLETON 4,Straight Party,,,REP,330,298.0,32.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 5,Straight Party,,,REP,322,313.0,8.0,1.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 6,Straight Party,,,REP,336,321.0,15.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 7,Straight Party,,,REP,299,286.0,13.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 8,Straight Party,,,REP,303,287.0,16.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 9,Straight Party,,,REP,337,310.0,26.0,0.0,1.0,0.0
Cumberland,SOUTH NEWTON,Straight Party,,,REP,219,212.0,7.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,Straight Party,,,REP,251,240.0,11.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,Straight Party,,,REP,249,244.0,5.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,Straight Party,,,REP,639,619.0,20.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,Straight Party,,,REP,283,272.0,11.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 2,Straight Party,,,REP,125,122.0,3.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,Straight Party,,,REP,330,321.0,9.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,Straight Party,,,REP,355,349.0,6.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 5,Straight Party,,,REP,351,333.0,18.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 6,Straight Party,,,REP,386,374.0,12.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,Straight Party,,,REP,283,271.0,12.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,Straight Party,,,REP,482,464.0,17.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 9,Straight Party,,,REP,343,330.0,13.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,Straight Party,,,REP,186,176.0,10.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,Straight Party,,,REP,415,404.0,11.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,Straight Party,,,REP,283,269.0,14.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,Straight Party,,,REP,452,442.0,10.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO UPPER,Straight Party,,,REP,559,538.0,21.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,Straight Party,,,REP,148,137.0,10.0,1.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,Straight Party,,,REP,158,157.0,1.0,0.0,0.0,0.0
Cumberland,Total,Straight Party,,,REP,36684,35238.0,1425.0,8.0,13.0,0.0
Cumberland,CAMP HILL 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 2,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 3,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 4,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 1-1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 1-2,Straight Party,,,GRN,3,3.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 2,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-1,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-2,Straight Party,,,GRN,5,4.0,1.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-3,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-2,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 5,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,COOKE,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON SOUTH,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,Straight Party,,,GRN,4,4.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 8,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,Straight Party,,,GRN,5,5.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,Straight Party,,,GRN,3,3.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 9,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,Straight Party,,,GRN,5,5.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HOPEWELL,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 1,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 3,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,Straight Party,,,GRN,4,4.0,0.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 5,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 1,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 2,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 1,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 2,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MT HOLLY SPRINGS,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,Straight Party,,,GRN,4,4.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWBURG,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NORTH NEWTON,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,PENN,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,Straight Party,,,GRN,3,3.0,0.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 5,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 6,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 8,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 9,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 1,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 2,Straight Party,,,GRN,3,3.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 4,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 5,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 6,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 7,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 8,Straight Party,,,GRN,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 9,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,Straight Party,,,GRN,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,Straight Party,,,GRN,0,0.0,0.0,0.0,0.0,0.0
