county,precinct,office,district,party,candidate,votes,mail
Northumberland,Milton Borough 4,U.S. House,12,REP,FRED KELLER,263,47
Northumberland,Milton Borough 4,U.S. House,12,,Write-ins,1,0
Northumberland,Milton Borough 4,State Senate,27,DEM,MICHELLE SIEGEL,138,59
Northumberland,Milton Borough 4,State Senate,27,REP,JOHN R GORDNER,264,47
Northumberland,Milton Borough 4,State Senate,27,,Write-ins,0,0
Northumberland,Milton Borough 4,State House,108,REP,LYNDA J SCHLEGEL CULVER,351,80
Northumberland,Milton Borough 4,State House,108,,Write-ins,9,2
Northumberland,Milton Borough 5,Registered Voters,,,,1009,
Northumberland,Milton Borough 5,Ballots Cast,,,,746,173
Northumberland,Milton Borough 5,Ballots Cast - Blank,,,,0,0
Northumberland,Milton Borough 5,President,,DEM,Joseph R. Biden,236,119
Northumberland,Milton Borough 5,President,,REP,Donald J. Trump,495,53
Northumberland,Milton Borough 5,President,,LIB,Jo Jorgensen,12,1
Northumberland,Milton Borough 5,President,,,Write-ins,0,0
Northumberland,Milton Borough 5,Attorney General,,DEM,JOSH SHAPIRO,248,118
Northumberland,Milton Borough 5,Attorney General,,REP,HEATHER HEIDELBAUGH,453,48
Northumberland,Milton Borough 5,Attorney General,,LIB,DANIEL WASSMER,15,0
Northumberland,Milton Borough 5,Attorney General,,GRN,RICHARD L WEISS,14,3
Northumberland,Milton Borough 5,Attorney General,,,Write-ins,0,0
Northumberland,Milton Borough 5,Auditor General,,DEM,NINA AHMAD,212,107
Northumberland,Milton Borough 5,Auditor General,,REP,TIMOTHY DEFOOR,474,55
Northumberland,Milton Borough 5,Auditor General,,LIB,JENNIFER MOORE,21,3
Northumberland,Milton Borough 5,Auditor General,,GRN,OLIVIA FAISON,14,2
Northumberland,Milton Borough 5,Auditor General,,,Write-ins,0,0
Northumberland,Milton Borough 5,State Treasurer,,DEM,JOE TORSELLA,218,107
Northumberland,Milton Borough 5,State Treasurer,,REP,STACY L GARRITY,472,54
Northumberland,Milton Borough 5,State Treasurer,,LIB,JOE SOLOSKI,24,3
Northumberland,Milton Borough 5,State Treasurer,,GRN,TIMOTHY RUNKLE,12,3
Northumberland,Milton Borough 5,State Treasurer,,,Write-ins,0,0
Northumberland,Milton Borough 5,U.S. House,12,DEM,LEE GRIFFIN,225,108
Northumberland,Milton Borough 5,U.S. House,12,REP,FRED KELLER,505,63
Northumberland,Milton Borough 5,U.S. House,12,,Write-ins,1,0
Northumberland,Milton Borough 5,State Senate,27,DEM,MICHELLE SIEGEL,220,104
Northumberland,Milton Borough 5,State Senate,27,REP,JOHN R GORDNER,503,66
Northumberland,Milton Borough 5,State Senate,27,,Write-ins,0,0
Northumberland,Milton Borough 5,State House,108,REP,LYNDA J SCHLEGEL CULVER,651,125
Northumberland,Milton Borough 5,State House,108,,Write-ins,17,8
Northumberland,Northumberland Borough 1,Registered Voters,,,,738,
Northumberland,Northumberland Borough 1,Ballots Cast,,,,526,120
Northumberland,Northumberland Borough 1,Ballots Cast - Blank,,,,0,0
Northumberland,Northumberland Borough 1,President,,DEM,Joseph R. Biden,179,66
Northumberland,Northumberland Borough 1,President,,REP,Donald J. Trump,339,54
Northumberland,Northumberland Borough 1,President,,LIB,Jo Jorgensen,6,0
Northumberland,Northumberland Borough 1,President,,,Write-ins,1,0
Northumberland,Northumberland Borough 1,Attorney General,,DEM,JOSH SHAPIRO,191,65
Northumberland,Northumberland Borough 1,Attorney General,,REP,HEATHER HEIDELBAUGH,308,49
Northumberland,Northumberland Borough 1,Attorney General,,LIB,DANIEL WASSMER,13,2
Northumberland,Northumberland Borough 1,Attorney General,,GRN,RICHARD L WEISS,9,3
Northumberland,Northumberland Borough 1,Attorney General,,,Write-ins,0,0
Northumberland,Northumberland Borough 1,Auditor General,,DEM,NINA AHMAD,170,57
Northumberland,Northumberland Borough 1,Auditor General,,REP,TIMOTHY DEFOOR,321,55
Northumberland,Northumberland Borough 1,Auditor General,,LIB,JENNIFER MOORE,20,3
Northumberland,Northumberland Borough 1,Auditor General,,GRN,OLIVIA FAISON,8,2
Northumberland,Northumberland Borough 1,Auditor General,,,Write-ins,0,0
Northumberland,Northumberland Borough 1,State Treasurer,,DEM,JOE TORSELLA,164,61
Northumberland,Northumberland Borough 1,State Treasurer,,REP,STACY L GARRITY,325,53
Northumberland,Northumberland Borough 1,State Treasurer,,LIB,JOE SOLOSKI,15,0
Northumberland,Northumberland Borough 1,State Treasurer,,GRN,TIMOTHY RUNKLE,16,4
Northumberland,Northumberland Borough 1,State Treasurer,,,Write-ins,0,0
Northumberland,Northumberland Borough 1,U.S. House,12,DEM,LEE GRIFFIN,165,63
Northumberland,Northumberland Borough 1,U.S. House,12,REP,FRED KELLER,359,56
Northumberland,Northumberland Borough 1,U.S. House,12,,Write-ins,0,0
Northumberland,Northumberland Borough 1,State Senate,27,DEM,MICHELLE SIEGEL,170,63
Northumberland,Northumberland Borough 1,State Senate,27,REP,JOHN R GORDNER,348,56
Northumberland,Northumberland Borough 1,State Senate,27,,Write-ins,0,0
Northumberland,Northumberland Borough 1,State House,108,REP,LYNDA J SCHLEGEL CULVER,457,89
Northumberland,Northumberland Borough 1,State House,108,,Write-ins,21,7
Northumberland,Northumberland Borough 2,Registered Voters,,,,970,
Northumberland,Northumberland Borough 2,Ballots Cast,,,,781,221
Northumberland,Northumberland Borough 2,Ballots Cast - Blank,,,,0,0
Northumberland,Northumberland Borough 2,President,,DEM,Joseph R. Biden,312,154
Northumberland,Northumberland Borough 2,President,,REP,Donald J. Trump,454,60
Northumberland,Northumberland Borough 2,President,,LIB,Jo Jorgensen,10,5
Northumberland,Northumberland Borough 2,President,,,Write-ins,1,0
Northumberland,Northumberland Borough 2,Attorney General,,DEM,JOSH SHAPIRO,313,147
Northumberland,Northumberland Borough 2,Attorney General,,REP,HEATHER HEIDELBAUGH,418,54
Northumberland,Northumberland Borough 2,Attorney General,,LIB,DANIEL WASSMER,20,4
Northumberland,Northumberland Borough 2,Attorney General,,GRN,RICHARD L WEISS,13,3
Northumberland,Northumberland Borough 2,Attorney General,,,Write-ins,0,0
Northumberland,Northumberland Borough 2,Auditor General,,DEM,NINA AHMAD,278,136
Northumberland,Northumberland Borough 2,Auditor General,,REP,TIMOTHY DEFOOR,450,62
Northumberland,Northumberland Borough 2,Auditor General,,LIB,JENNIFER MOORE,23,5
Northumberland,Northumberland Borough 2,Auditor General,,GRN,OLIVIA FAISON,10,3
Northumberland,Northumberland Borough 2,Auditor General,,,Write-ins,0,0
Northumberland,Northumberland Borough 2,State Treasurer,,DEM,JOE TORSELLA,272,135
Northumberland,Northumberland Borough 2,State Treasurer,,REP,STACY L GARRITY,449,61
Northumberland,Northumberland Borough 2,State Treasurer,,LIB,JOE SOLOSKI,23,4
Northumberland,Northumberland Borough 2,State Treasurer,,GRN,TIMOTHY RUNKLE,14,5
Northumberland,Northumberland Borough 2,State Treasurer,,,Write-ins,0,0
Northumberland,Northumberland Borough 2,U.S. House,12,DEM,LEE GRIFFIN,287,143
Northumberland,Northumberland Borough 2,U.S. House,12,REP,FRED KELLER,478,66
Northumberland,Northumberland Borough 2,U.S. House,12,,Write-ins,2,1
Northumberland,Northumberland Borough 2,State Senate,27,DEM,MICHELLE SIEGEL,285,136
Northumberland,Northumberland Borough 2,State Senate,27,REP,JOHN R GORDNER,476,69
Northumberland,Northumberland Borough 2,State Senate,27,,Write-ins,1,1
Northumberland,Northumberland Borough 2,State House,108,REP,LYNDA J SCHLEGEL CULVER,679,157
Northumberland,Northumberland Borough 2,State House,108,,Write-ins,20,7
Northumberland,Northumberland Borough 3,Registered Voters,,,,841,
Northumberland,Northumberland Borough 3,Ballots Cast,,,,650,140
Northumberland,Northumberland Borough 3,Ballots Cast - Blank,,,,0,0
Northumberland,Northumberland Borough 3,President,,DEM,Joseph R. Biden,218,95
Northumberland,Northumberland Borough 3,President,,REP,Donald J. Trump,401,36
Northumberland,Northumberland Borough 3,President,,LIB,Jo Jorgensen,20,7
Northumberland,Northumberland Borough 3,President,,,Write-ins,3,0
Northumberland,Northumberland Borough 3,Attorney General,,DEM,JOSH SHAPIRO,241,106
Northumberland,Northumberland Borough 3,Attorney General,,REP,HEATHER HEIDELBAUGH,382,32
Northumberland,Northumberland Borough 3,Attorney General,,LIB,DANIEL WASSMER,12,1
Northumberland,Northumberland Borough 3,Attorney General,,GRN,RICHARD L WEISS,9,0
Northumberland,Northumberland Borough 3,Attorney General,,,Write-ins,0,0
Northumberland,Northumberland Borough 3,Auditor General,,DEM,NINA AHMAD,204,94
Northumberland,Northumberland Borough 3,Auditor General,,REP,TIMOTHY DEFOOR,399,38
Northumberland,Northumberland Borough 3,Auditor General,,LIB,JENNIFER MOORE,32,3
Northumberland,Northumberland Borough 3,Auditor General,,GRN,OLIVIA FAISON,4,2
Northumberland,Northumberland Borough 3,Auditor General,,,Write-ins,0,0
Northumberland,Northumberland Borough 3,State Treasurer,,DEM,JOE TORSELLA,211,91
Northumberland,Northumberland Borough 3,State Treasurer,,REP,STACY L GARRITY,402,43
Northumberland,Northumberland Borough 3,State Treasurer,,LIB,JOE SOLOSKI,19,2
Northumberland,Northumberland Borough 3,State Treasurer,,GRN,TIMOTHY RUNKLE,4,0
Northumberland,Northumberland Borough 3,State Treasurer,,,Write-ins,0,0
Northumberland,Northumberland Borough 3,U.S. House,12,DEM,LEE GRIFFIN,210,94
Northumberland,Northumberland Borough 3,U.S. House,12,REP,FRED KELLER,430,44
Northumberland,Northumberland Borough 3,U.S. House,12,,Write-ins,2,0
Northumberland,Northumberland Borough 3,State Senate,27,DEM,MICHELLE SIEGEL,206,87
Northumberland,Northumberland Borough 3,State Senate,27,REP,JOHN R GORDNER,430,51
Northumberland,Northumberland Borough 3,State Senate,27,,Write-ins,2,0
Northumberland,Northumberland Borough 3,State House,108,REP,LYNDA J SCHLEGEL CULVER,581,105
Northumberland,Northumberland Borough 3,State House,108,,Write-ins,17,7
Northumberland,Point Township East,Registered Voters,,,,991,
Northumberland,Point Township East,Ballots Cast,,,,800,168
Northumberland,Point Township East,Ballots Cast - Blank,,,,0,0
Northumberland,Point Township East,President,,DEM,Joseph R. Biden,231,108
Northumberland,Point Township East,President,,REP,Donald J. Trump,554,57
Northumberland,Point Township East,President,,LIB,Jo Jorgensen,12,3
Northumberland,Point Township East,President,,,Write-ins,0,0
Northumberland,Point Township East,Attorney General,,DEM,JOSH SHAPIRO,260,112
Northumberland,Point Township East,Attorney General,,REP,HEATHER HEIDELBAUGH,509,53
Northumberland,Point Township East,Attorney General,,LIB,DANIEL WASSMER,15,1
Northumberland,Point Township East,Attorney General,,GRN,RICHARD L WEISS,5,0
Northumberland,Point Township East,Attorney General,,,Write-ins,0,0
Northumberland,Point Township East,Auditor General,,DEM,NINA AHMAD,218,100
Northumberland,Point Township East,Auditor General,,REP,TIMOTHY DEFOOR,543,58
Northumberland,Point Township East,Auditor General,,LIB,JENNIFER MOORE,22,6
Northumberland,Point Township East,Auditor General,,GRN,OLIVIA FAISON,6,2
Northumberland,Point Township East,Auditor General,,,Write-ins,0,0
Northumberland,Point Township East,State Treasurer,,DEM,JOE TORSELLA,225,99
Northumberland,Point Township East,State Treasurer,,REP,STACY L GARRITY,542,63
Northumberland,Point Township East,State Treasurer,,LIB,JOE SOLOSKI,16,4
Northumberland,Point Township East,State Treasurer,,GRN,TIMOTHY RUNKLE,7,0
Northumberland,Point Township East,State Treasurer,,,Write-ins,0,0
Northumberland,Point Township East,U.S. House,12,DEM,LEE GRIFFIN,207,102
Northumberland,Point Township East,U.S. House,12,REP,FRED KELLER,586,65
Northumberland,Point Township East,U.S. House,12,,Write-ins,0,0
Northumberland,Point Township East,State Senate,27,DEM,MICHELLE SIEGEL,211,98
Northumberland,Point Township East,State Senate,27,REP,JOHN R GORDNER,577,66
Northumberland,Point Township East,State Senate,27,,Write-ins,0,0
Northumberland,Point Township East,State House,108,REP,LYNDA J SCHLEGEL CULVER,737,138
Northumberland,Point Township East,State House,108,,Write-ins,8,6
Northumberland,Point Township West,Registered Voters,,,,1688,
Northumberland,Point Township West,Ballots Cast,,,,1284,333
Northumberland,Point Township West,Ballots Cast - Blank,,,,0,0
Northumberland,Point Township West,President,,DEM,Joseph R. Biden,363,196
Northumberland,Point Township West,President,,REP,Donald J. Trump,892,123
Northumberland,Point Township West,President,,LIB,Jo Jorgensen,20,8
Northumberland,Point Township West,President,,,Write-ins,4,4
Northumberland,Point Township West,Attorney General,,DEM,JOSH SHAPIRO,392,195
Northumberland,Point Township West,Attorney General,,REP,HEATHER HEIDELBAUGH,842,119
Northumberland,Point Township West,Attorney General,,LIB,DANIEL WASSMER,22,5
Northumberland,Point Township West,Attorney General,,GRN,RICHARD L WEISS,12,6
Northumberland,Point Township West,Attorney General,,,Write-ins,0,0
Northumberland,Point Township West,Auditor General,,DEM,NINA AHMAD,322,169
Northumberland,Point Township West,Auditor General,,REP,TIMOTHY DEFOOR,893,132
Northumberland,Point Township West,Auditor General,,LIB,JENNIFER MOORE,36,13
Northumberland,Point Township West,Auditor General,,GRN,OLIVIA FAISON,9,6
Northumberland,Point Township West,Auditor General,,,Write-ins,0,0
Northumberland,Point Township West,State Treasurer,,DEM,JOE TORSELLA,326,175
Northumberland,Point Township West,State Treasurer,,REP,STACY L GARRITY,892,135
Northumberland,Point Township West,State Treasurer,,LIB,JOE SOLOSKI,30,8
Northumberland,Point Township West,State Treasurer,,GRN,TIMOTHY RUNKLE,10,3
Northumberland,Point Township West,State Treasurer,,,Write-ins,0,0
Northumberland,Point Township West,U.S. House,12,DEM,LEE GRIFFIN,319,177
Northumberland,Point Township West,U.S. House,12,REP,FRED KELLER,953,151
Northumberland,Point Township West,U.S. House,12,,Write-ins,0,0
Northumberland,Point Township West,State Senate,27,DEM,MICHELLE SIEGEL,319,166
Northumberland,Point Township West,State Senate,27,REP,JOHN R GORDNER,948,160
Northumberland,Point Township West,State Senate,27,,Write-ins,0,0
Northumberland,Point Township West,State House,108,REP,LYNDA J SCHLEGEL CULVER,1187,276
Northumberland,Point Township West,State House,108,,Write-ins,16,9
Northumberland,Riverside Borough,Registered Voters,,,,1512,
Northumberland,Riverside Borough,Ballots Cast,,,,1153,341
Northumberland,Riverside Borough,Ballots Cast - Blank,,,,0,0
Northumberland,Riverside Borough,President,,DEM,Joseph R. Biden,534,237
Northumberland,Riverside Borough,President,,REP,Donald J. Trump,602,100
Northumberland,Riverside Borough,President,,LIB,Jo Jorgensen,8,3
Northumberland,Riverside Borough,President,,,Write-ins,6,1
Northumberland,Riverside Borough,Attorney General,,DEM,JOSH SHAPIRO,542,231
Northumberland,Riverside Borough,Attorney General,,REP,HEATHER HEIDELBAUGH,566,87
Northumberland,Riverside Borough,Attorney General,,LIB,DANIEL WASSMER,14,6
Northumberland,Riverside Borough,Attorney General,,GRN,RICHARD L WEISS,19,12
Northumberland,Riverside Borough,Attorney General,,,Write-ins,0,0
Northumberland,Riverside Borough,Auditor General,,DEM,NINA AHMAD,472,201
Northumberland,Riverside Borough,Auditor General,,REP,TIMOTHY DEFOOR,605,107
Northumberland,Riverside Borough,Auditor General,,LIB,JENNIFER MOORE,41,17
Northumberland,Riverside Borough,Auditor General,,GRN,OLIVIA FAISON,16,10
Northumberland,Riverside Borough,Auditor General,,,Write-ins,0,0
Northumberland,Riverside Borough,State Treasurer,,DEM,JOE TORSELLA,502,218
Northumberland,Riverside Borough,State Treasurer,,REP,STACY L GARRITY,589,96
Northumberland,Riverside Borough,State Treasurer,,LIB,JOE SOLOSKI,22,8
Northumberland,Riverside Borough,State Treasurer,,GRN,TIMOTHY RUNKLE,21,12
Northumberland,Riverside Borough,State Treasurer,,,Write-ins,0,0
Northumberland,Riverside Borough,U.S. House,12,DEM,LEE GRIFFIN,486,214
Northumberland,Riverside Borough,U.S. House,12,REP,FRED KELLER,647,121
Northumberland,Riverside Borough,U.S. House,12,,Write-ins,0,0
Northumberland,Riverside Borough,State Senate,27,DEM,MICHELLE SIEGEL,468,210
Northumberland,Riverside Borough,State Senate,27,REP,JOHN R GORDNER,668,125
Northumberland,Riverside Borough,State Senate,27,,Write-ins,1,1
Northumberland,Riverside Borough,State House,108,REP,LYNDA J SCHLEGEL CULVER,943,239
Northumberland,Riverside Borough,State House,108,,Write-ins,42,17
Northumberland,Rockefeller Township,Registered Voters,,,,1650,
Northumberland,Rockefeller Township,Ballots Cast,,,,1367,229
Northumberland,Rockefeller Township,Ballots Cast - Blank,,,,0,0
Northumberland,Rockefeller Township,President,,DEM,Joseph R. Biden,283,116
Northumberland,Rockefeller Township,President,,REP,Donald J. Trump,1061,105
Northumberland,Rockefeller Township,President,,LIB,Jo Jorgensen,14,5
Northumberland,Rockefeller Township,President,,,Write-ins,3,2
Northumberland,Rockefeller Township,Attorney General,,DEM,JOSH SHAPIRO,315,121
Northumberland,Rockefeller Township,Attorney General,,REP,HEATHER HEIDELBAUGH,997,92
Northumberland,Rockefeller Township,Attorney General,,LIB,DANIEL WASSMER,23,6
Northumberland,Rockefeller Township,Attorney General,,GRN,RICHARD L WEISS,9,3
Northumberland,Rockefeller Township,Attorney General,,,Write-ins,1,0
Northumberland,Rockefeller Township,Auditor General,,DEM,NINA AHMAD,253,100
Northumberland,Rockefeller Township,Auditor General,,REP,TIMOTHY DEFOOR,1041,112
Northumberland,Rockefeller Township,Auditor General,,LIB,JENNIFER MOORE,34,6
Northumberland,Rockefeller Township,Auditor General,,GRN,OLIVIA FAISON,11,4
Northumberland,Rockefeller Township,Auditor General,,,Write-ins,1,0
Northumberland,Rockefeller Township,State Treasurer,,DEM,JOE TORSELLA,256,102
Northumberland,Rockefeller Township,State Treasurer,,REP,STACY L GARRITY,1043,107
Northumberland,Rockefeller Township,State Treasurer,,LIB,JOE SOLOSKI,26,7
Northumberland,Rockefeller Township,State Treasurer,,GRN,TIMOTHY RUNKLE,18,6
Northumberland,Rockefeller Township,State Treasurer,,,Write-ins,0,0
Northumberland,Rockefeller Township,U.S. House,12,DEM,LEE GRIFFIN,252,99
Northumberland,Rockefeller Township,U.S. House,12,REP,FRED KELLER,1102,126
Northumberland,Rockefeller Township,U.S. House,12,,Write-ins,1,0
Northumberland,Rockefeller Township,State Senate,27,DEM,MICHELLE SIEGEL,255,105
Northumberland,Rockefeller Township,State Senate,27,REP,JOHN R GORDNER,1085,120
Northumberland,Rockefeller Township,State Senate,27,,Write-ins,0,0
Northumberland,Rockefeller Township,State House,108,REP,LYNDA J SCHLEGEL CULVER,1269,186
Northumberland,Rockefeller Township,State House,108,,Write-ins,23,7
Northumberland,Rush Township,Registered Voters,,,,782,
Northumberland,Rush Township,Ballots Cast,,,,668,144
Northumberland,Rush Township,Ballots Cast - Blank,,,,0,0
Northumberland,Rush Township,President,,DEM,Joseph R. Biden,181,85
Northumberland,Rush Township,President,,REP,Donald J. Trump,479,54
Northumberland,Rush Township,President,,LIB,Jo Jorgensen,7,5
Northumberland,Rush Township,President,,,Write-ins,0,0
Northumberland,Rush Township,Attorney General,,DEM,JOSH SHAPIRO,199,88
Northumberland,Rush Township,Attorney General,,REP,HEATHER HEIDELBAUGH,443,44
Northumberland,Rush Township,Attorney General,,LIB,DANIEL WASSMER,13,4
Northumberland,Rush Township,Attorney General,,GRN,RICHARD L WEISS,8,6
Northumberland,Rush Township,Attorney General,,,Write-ins,1,0
Northumberland,Rush Township,Auditor General,,DEM,NINA AHMAD,172,77
Northumberland,Rush Township,Auditor General,,REP,TIMOTHY DEFOOR,470,58
Northumberland,Rush Township,Auditor General,,LIB,JENNIFER MOORE,18,6
Northumberland,Rush Township,Auditor General,,GRN,OLIVIA FAISON,3,0
Northumberland,Rush Township,Auditor General,,,Write-ins,0,0
Northumberland,Rush Township,State Treasurer,,DEM,JOE TORSELLA,174,79
Northumberland,Rush Township,State Treasurer,,REP,STACY L GARRITY,470,57
Northumberland,Rush Township,State Treasurer,,LIB,JOE SOLOSKI,15,3
Northumberland,Rush Township,State Treasurer,,GRN,TIMOTHY RUNKLE,4,3
Northumberland,Rush Township,State Treasurer,,,Write-ins,0,0
Northumberland,Rush Township,U.S. House,12,DEM,LEE GRIFFIN,159,74
Northumberland,Rush Township,U.S. House,12,REP,FRED KELLER,505,69
Northumberland,Rush Township,U.S. House,12,,Write-ins,1,0
Northumberland,Rush Township,State Senate,27,DEM,MICHELLE SIEGEL,155,70
Northumberland,Rush Township,State Senate,27,REP,JOHN R GORDNER,505,72
Northumberland,Rush Township,State Senate,27,,Write-ins,0,0
Northumberland,Rush Township,State House,108,REP,LYNDA J SCHLEGEL CULVER,611,118
Northumberland,Rush Township,State House,108,,Write-ins,16,9
Northumberland,Shamokin Township,Registered Voters,,,,1671,
Northumberland,Shamokin Township,Ballots Cast,,,,1339,286
Northumberland,Shamokin Township,Ballots Cast - Blank,,,,0,0
Northumberland,Shamokin Township,President,,DEM,Joseph R. Biden,305,153
Northumberland,Shamokin Township,President,,REP,Donald J. Trump,1009,125
Northumberland,Shamokin Township,President,,LIB,Jo Jorgensen,16,5
Northumberland,Shamokin Township,President,,,Write-ins,3,2
Northumberland,Shamokin Township,Attorney General,,DEM,JOSH SHAPIRO,346,165
Northumberland,Shamokin Township,Attorney General,,REP,HEATHER HEIDELBAUGH,933,107
Northumberland,Shamokin Township,Attorney General,,LIB,DANIEL WASSMER,25,5
Northumberland,Shamokin Township,Attorney General,,GRN,RICHARD L WEISS,16,4
Northumberland,Shamokin Township,Attorney General,,,Write-ins,0,0
Northumberland,Shamokin Township,Auditor General,,DEM,NINA AHMAD,285,140
Northumberland,Shamokin Township,Auditor General,,REP,TIMOTHY DEFOOR,951,120
Northumberland,Shamokin Township,Auditor General,,LIB,JENNIFER MOORE,48,14
Northumberland,Shamokin Township,Auditor General,,GRN,OLIVIA FAISON,21,5
Northumberland,Shamokin Township,Auditor General,,,Write-ins,0,0
Northumberland,Shamokin Township,State Treasurer,,DEM,JOE TORSELLA,301,141
Northumberland,Shamokin Township,State Treasurer,,REP,STACY L GARRITY,959,123
Northumberland,Shamokin Township,State Treasurer,,LIB,JOE SOLOSKI,34,10
Northumberland,Shamokin Township,State Treasurer,,GRN,TIMOTHY RUNKLE,14,5
Northumberland,Shamokin Township,State Treasurer,,,Write-ins,0,0
Northumberland,Shamokin Township,U.S. House,12,DEM,LEE GRIFFIN,294,144
Northumberland,Shamokin Township,U.S. House,12,REP,FRED KELLER,1017,139
Northumberland,Shamokin Township,U.S. House,12,,Write-ins,1,0
Northumberland,Shamokin Township,State Senate,27,DEM,MICHELLE SIEGEL,294,144
Northumberland,Shamokin Township,State Senate,27,REP,JOHN R GORDNER,1024,137
Northumberland,Shamokin Township,State Senate,27,,Write-ins,0,0
Northumberland,Shamokin Township,State House,107,REP,KURT A MASSER,1112,193
Northumberland,Shamokin Township,State House,107,LIB,RYAN BOURINSKI,172,67
Northumberland,Shamokin Township,State House,107,,Write-ins,14,5
Northumberland,Snydertown Borough,Registered Voters,,,,214,
Northumberland,Snydertown Borough,Ballots Cast,,,,190,30
Northumberland,Snydertown Borough,Ballots Cast - Blank,,,,0,0
Northumberland,Snydertown Borough,President,,DEM,Joseph R. Biden,50,16
Northumberland,Snydertown Borough,President,,REP,Donald J. Trump,131,11
Northumberland,Snydertown Borough,President,,LIB,Jo Jorgensen,6,3
Northumberland,Snydertown Borough,President,,,Write-ins,0,0
Northumberland,Snydertown Borough,Attorney General,,DEM,JOSH SHAPIRO,48,18
Northumberland,Snydertown Borough,Attorney General,,REP,HEATHER HEIDELBAUGH,130,12
Northumberland,Snydertown Borough,Attorney General,,LIB,DANIEL WASSMER,5,0
Northumberland,Snydertown Borough,Attorney General,,GRN,RICHARD L WEISS,1,0
Northumberland,Snydertown Borough,Attorney General,,,Write-ins,0,0
Northumberland,Snydertown Borough,Auditor General,,DEM,NINA AHMAD,41,14
Northumberland,Snydertown Borough,Auditor General,,REP,TIMOTHY DEFOOR,134,15
Northumberland,Snydertown Borough,Auditor General,,LIB,JENNIFER MOORE,11,1
Northumberland,Snydertown Borough,Auditor General,,GRN,OLIVIA FAISON,1,0
Northumberland,Snydertown Borough,Auditor General,,,Write-ins,0,0
Northumberland,Snydertown Borough,State Treasurer,,DEM,JOE TORSELLA,43,16
Northumberland,Snydertown Borough,State Treasurer,,REP,STACY L GARRITY,133,13
Northumberland,Snydertown Borough,State Treasurer,,LIB,JOE SOLOSKI,6,1
Northumberland,Snydertown Borough,State Treasurer,,GRN,TIMOTHY RUNKLE,2,0
Northumberland,Snydertown Borough,State Treasurer,,,Write-ins,0,0
Northumberland,Snydertown Borough,U.S. House,12,DEM,LEE GRIFFIN,43,14
Northumberland,Snydertown Borough,U.S. House,12,REP,FRED KELLER,146,16
Northumberland,Snydertown Borough,U.S. House,12,,Write-ins,0,0
Northumberland,Snydertown Borough,State Senate,27,DEM,MICHELLE SIEGEL,43,15
Northumberland,Snydertown Borough,State Senate,27,REP,JOHN R GORDNER,140,15
Northumberland,Snydertown Borough,State Senate,27,,Write-ins,1,0
Northumberland,Snydertown Borough,State House,108,REP,LYNDA J SCHLEGEL CULVER,173,20
Northumberland,Snydertown Borough,State House,108,,Write-ins,3,2
Northumberland,Sunbury City 1,Registered Voters,,,,1034,
Northumberland,Sunbury City 1,Ballots Cast,,,,669,191
Northumberland,Sunbury City 1,Ballots Cast - Blank,,,,1,0
Northumberland,Sunbury City 1,President,,DEM,Joseph R. Biden,267,129
Northumberland,Sunbury City 1,President,,REP,Donald J. Trump,382,59
Northumberland,Sunbury City 1,President,,LIB,Jo Jorgensen,12,1
Northumberland,Sunbury City 1,President,,,Write-ins,1,1
Northumberland,Sunbury City 1,Attorney General,,DEM,JOSH SHAPIRO,262,119
Northumberland,Sunbury City 1,Attorney General,,REP,HEATHER HEIDELBAUGH,359,60
Northumberland,Sunbury City 1,Attorney General,,LIB,DANIEL WASSMER,14,0
Northumberland,Sunbury City 1,Attorney General,,GRN,RICHARD L WEISS,14,7
Northumberland,Sunbury City 1,Attorney General,,,Write-ins,1,1
Northumberland,Sunbury City 1,Auditor General,,DEM,NINA AHMAD,240,109
Northumberland,Sunbury City 1,Auditor General,,REP,TIMOTHY DEFOOR,369,64
Northumberland,Sunbury City 1,Auditor General,,LIB,JENNIFER MOORE,23,8
Northumberland,Sunbury City 1,Auditor General,,GRN,OLIVIA FAISON,12,5
Northumberland,Sunbury City 1,Auditor General,,,Write-ins,0,0
Northumberland,Sunbury City 1,State Treasurer,,DEM,JOE TORSELLA,249,115
Northumberland,Sunbury City 1,State Treasurer,,REP,STACY L GARRITY,364,63
Northumberland,Sunbury City 1,State Treasurer,,LIB,JOE SOLOSKI,20,5
Northumberland,Sunbury City 1,State Treasurer,,GRN,TIMOTHY RUNKLE,14,6
Northumberland,Sunbury City 1,State Treasurer,,,Write-ins,0,0
Northumberland,Sunbury City 1,U.S. House,12,DEM,LEE GRIFFIN,232,110
Northumberland,Sunbury City 1,U.S. House,12,REP,FRED KELLER,418,78
Northumberland,Sunbury City 1,U.S. House,12,,Write-ins,2,1
Northumberland,Sunbury City 1,State Senate,27,DEM,MICHELLE SIEGEL,258,115
Northumberland,Sunbury City 1,State Senate,27,REP,JOHN R GORDNER,388,69
Northumberland,Sunbury City 1,State Senate,27,,Write-ins,0,0
Northumberland,Sunbury City 1,State House,108,REP,LYNDA J SCHLEGEL CULVER,581,147
Northumberland,Sunbury City 1,State House,108,,Write-ins,21,12
Northumberland,Sunbury City 2,Registered Voters,,,,1081,
Northumberland,Sunbury City 2,Ballots Cast,,,,638,168
Northumberland,Sunbury City 2,Ballots Cast - Blank,,,,0,0
Northumberland,Sunbury City 2,President,,DEM,Joseph R. Biden,231,105
Northumberland,Sunbury City 2,President,,REP,Donald J. Trump,385,56
