    county,precinct,office,district,party,candidate,election_day,mail_in,provisional,military,votes
    Cumberland,LEMOYNE 1,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 1,U.S. House,10,DEM,Tom Brier,25,23,2,0,50
    Cumberland,LEMOYNE 1,U.S. House,10,DEM,Eugene Depasquale,18,31,3,0,52
    Cumberland,LEMOYNE 1,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 1,State Senate,31,DEM,Rick Coplen,21,23,2,0,46
    Cumberland,LEMOYNE 1,State Senate,31,DEM,Shanna Danielson,13,25,3,0,41
    Cumberland,LEMOYNE 1,State Senate,31,DEM,John D Bosha,10,7,0,0,17
    Cumberland,LEMOYNE 1,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 1,General Assembly,88,DEM,Tara Shakespeare,39,52,5,0,96
    Cumberland,LEMOYNE 1,General Assembly,88,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 2,Registered Voters,,DEM,,,,,,275
    Cumberland,LEMOYNE 2,Ballots Cast,,DEM,,35,67,1,0,103
    Cumberland,LEMOYNE 2,President,,DEM,Bernie Sanders,8,15,1,0,24
    Cumberland,LEMOYNE 2,President,,DEM,Joseph R Biden,23,51,0,0,74
    Cumberland,LEMOYNE 2,President,,DEM,Tulsi Gabbard,1,0,0,0,1
    Cumberland,LEMOYNE 2,President,,DEM,Write-In,1,1,0,0,2
    Cumberland,LEMOYNE 2,Attorney General,,DEM,Josh Shapiro,30,62,1,0,93
    Cumberland,LEMOYNE 2,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 2,Auditor General,,DEM,H Scott Conklin,5,3,0,0,8
    Cumberland,LEMOYNE 2,Auditor General,,DEM,Michael Lamb,3,13,0,0,16
    Cumberland,LEMOYNE 2,Auditor General,,DEM,Tracie Fountain,17,21,0,0,38
    Cumberland,LEMOYNE 2,Auditor General,,DEM,Rose Rosie Marie Davis,1,7,0,0,8
    Cumberland,LEMOYNE 2,Auditor General,,DEM,Nina Ahmad,2,11,1,0,14
    Cumberland,LEMOYNE 2,Auditor General,,DEM,Christina M Hartman,6,8,0,0,14
    Cumberland,LEMOYNE 2,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 2,State Treasurer,,DEM,Joe Torsella,29,61,1,0,91
    Cumberland,LEMOYNE 2,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 2,U.S. House,10,DEM,Tom Brier,13,26,1,0,40
    Cumberland,LEMOYNE 2,U.S. House,10,DEM,Eugene Depasquale,22,39,0,0,61
    Cumberland,LEMOYNE 2,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 2,State Senate,31,DEM,Rick Coplen,15,32,0,0,47
    Cumberland,LEMOYNE 2,State Senate,31,DEM,Shanna Danielson,11,30,1,0,42
    Cumberland,LEMOYNE 2,State Senate,31,DEM,John D Bosha,9,4,0,0,13
    Cumberland,LEMOYNE 2,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 2,General Assembly,88,DEM,Tara Shakespeare,31,61,1,0,93
    Cumberland,LEMOYNE 2,General Assembly,88,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 3,Registered Voters,,DEM,,,,,,567
    Cumberland,LEMOYNE 3,Ballots Cast,,DEM,,79,198,3,0,280
    Cumberland,LEMOYNE 3,President,,DEM,Bernie Sanders,21,31,3,0,55
    Cumberland,LEMOYNE 3,President,,DEM,Joseph R Biden,52,153,0,0,205
    Cumberland,LEMOYNE 3,President,,DEM,Tulsi Gabbard,3,7,0,0,10
    Cumberland,LEMOYNE 3,President,,DEM,Write-In,1,6,0,0,7
    Cumberland,LEMOYNE 3,Attorney General,,DEM,Josh Shapiro,62,183,3,0,248
    Cumberland,LEMOYNE 3,Attorney General,,DEM,Write-In,1,0,0,0,1
    Cumberland,LEMOYNE 3,Auditor General,,DEM,H Scott Conklin,15,13,0,0,28
    Cumberland,LEMOYNE 3,Auditor General,,DEM,Michael Lamb,13,33,0,0,46
    Cumberland,LEMOYNE 3,Auditor General,,DEM,Tracie Fountain,16,61,2,0,79
    Cumberland,LEMOYNE 3,Auditor General,,DEM,Rose Rosie Marie Davis,2,4,1,0,7
    Cumberland,LEMOYNE 3,Auditor General,,DEM,Nina Ahmad,14,32,0,0,46
    Cumberland,LEMOYNE 3,Auditor General,,DEM,Christina M Hartman,7,39,0,0,46
    Cumberland,LEMOYNE 3,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,LEMOYNE 3,State Treasurer,,DEM,Joe Torsella,63,180,3,0,246
    Cumberland,LEMOYNE 3,State Treasurer,,DEM,Write-In,1,0,0,0,1
    Cumberland,LEMOYNE 3,U.S. House,10,DEM,Tom Brier,27,66,2,0,95
    Cumberland,LEMOYNE 3,U.S. House,10,DEM,Eugene Depasquale,40,129,1,0,170
    Cumberland,LEMOYNE 3,U.S. House,10,DEM,Write-In,1,0,0,0,1
    Cumberland,LEMOYNE 3,State Senate,31,DEM,Rick Coplen,23,89,3,0,115
    Cumberland,LEMOYNE 3,State Senate,31,DEM,Shanna Danielson,28,75,0,0,103
    Cumberland,LEMOYNE 3,State Senate,31,DEM,John D Bosha,19,24,0,0,43
    Cumberland,LEMOYNE 3,State Senate,31,DEM,Write-In,1,0,0,0,1
    Cumberland,LEMOYNE 3,General Assembly,88,DEM,Tara Shakespeare,62,175,3,0,240
    Cumberland,LEMOYNE 3,General Assembly,88,DEM,Write-In,1,2,0,0,3
    Cumberland,LEMOYNE 4,Registered Voters,,DEM,,,,,,193
    Cumberland,LEMOYNE 4,Ballots Cast,,DEM,,26,80,1,0,107
    Cumberland,LEMOYNE 4,President,,DEM,Bernie Sanders,9,12,1,0,22
    Cumberland,LEMOYNE 4,President,,DEM,Joseph R Biden,13,65,0,0,78
    Cumberland,LEMOYNE 4,President,,DEM,Tulsi Gabbard,3,2,0,0,5
    Cumberland,LEMOYNE 4,President,,DEM,Write-In,1,1,0,0,2
    Cumberland,LEMOYNE 4,Attorney General,,DEM,Josh Shapiro,22,71,1,0,94
    Cumberland,LEMOYNE 4,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,LEMOYNE 4,Auditor General,,DEM,H Scott Conklin,3,5,0,0,8
    Cumberland,LEMOYNE 4,Auditor General,,DEM,Michael Lamb,5,5,0,0,10
    Cumberland,LEMOYNE 4,Auditor General,,DEM,Tracie Fountain,8,31,0,0,39
    Cumberland,LEMOYNE 4,Auditor General,,DEM,Rose Rosie Marie Davis,1,3,0,0,4
    Cumberland,LEMOYNE 4,Auditor General,,DEM,Nina Ahmad,3,19,1,0,23
    Cumberland,LEMOYNE 4,Auditor General,,DEM,Christina M Hartman,5,11,0,0,16
    Cumberland,LEMOYNE 4,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 4,State Treasurer,,DEM,Joe Torsella,22,72,1,0,95
    Cumberland,LEMOYNE 4,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 4,U.S. House,10,DEM,Tom Brier,14,35,1,0,50
    Cumberland,LEMOYNE 4,U.S. House,10,DEM,Eugene Depasquale,11,43,0,0,54
    Cumberland,LEMOYNE 4,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 4,State Senate,31,DEM,Rick Coplen,16,25,1,0,42
    Cumberland,LEMOYNE 4,State Senate,31,DEM,Shanna Danielson,5,41,0,0,46
    Cumberland,LEMOYNE 4,State Senate,31,DEM,John D Bosha,4,9,0,0,13
    Cumberland,LEMOYNE 4,State Senate,31,DEM,Write-In,0,1,0,0,1
    Cumberland,LEMOYNE 4,General Assembly,88,DEM,Tara Shakespeare,25,72,1,0,98
    Cumberland,LEMOYNE 4,General Assembly,88,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 1 ANNEX,Registered Voters,,DEM,,,,,,75
    Cumberland,LOWER ALLEN 1 ANNEX,Ballots Cast,,DEM,,21,36,0,0,57
    Cumberland,LOWER ALLEN 1 ANNEX,President,,DEM,Bernie Sanders,4,6,0,0,10
    Cumberland,LOWER ALLEN 1 ANNEX,President,,DEM,Joseph R Biden,16,27,0,0,43
    Cumberland,LOWER ALLEN 1 ANNEX,President,,DEM,Tulsi Gabbard,1,2,0,0,3
    Cumberland,LOWER ALLEN 1 ANNEX,President,,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 1 ANNEX,Attorney General,,DEM,Josh Shapiro,17,33,0,0,50
    Cumberland,LOWER ALLEN 1 ANNEX,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,H Scott Conklin,2,2,0,0,4
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,Michael Lamb,3,3,0,0,6
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,Tracie Fountain,7,13,0,0,20
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0,0
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,Nina Ahmad,3,6,0,0,9
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,Christina M Hartman,4,10,0,0,14
    Cumberland,LOWER ALLEN 1 ANNEX,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1 ANNEX,State Treasurer,,DEM,Joe Torsella,17,35,0,0,52
    Cumberland,LOWER ALLEN 1 ANNEX,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1 ANNEX,U.S. House,10,DEM,Tom Brier,9,13,0,0,22
    Cumberland,LOWER ALLEN 1 ANNEX,U.S. House,10,DEM,Eugene Depasquale,11,21,0,0,32
    Cumberland,LOWER ALLEN 1 ANNEX,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1 ANNEX,State Senate,31,DEM,Rick Coplen,9,14,0,0,23
    Cumberland,LOWER ALLEN 1 ANNEX,State Senate,31,DEM,Shanna Danielson,3,14,0,0,17
    Cumberland,LOWER ALLEN 1 ANNEX,State Senate,31,DEM,John D Bosha,7,7,0,0,14
    Cumberland,LOWER ALLEN 1 ANNEX,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1 ANNEX,General Assembly,88,DEM,Tara Shakespeare,19,35,0,0,54
    Cumberland,LOWER ALLEN 1 ANNEX,General Assembly,88,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1,Registered Voters,,DEM,,,,,,412
    Cumberland,LOWER ALLEN 1,Ballots Cast,,DEM,,47,108,6,0,161
    Cumberland,LOWER ALLEN 1,President,,DEM,Bernie Sanders,14,21,2,0,37
    Cumberland,LOWER ALLEN 1,President,,DEM,Joseph R Biden,28,85,3,0,116
    Cumberland,LOWER ALLEN 1,President,,DEM,Tulsi Gabbard,4,0,0,0,4
    Cumberland,LOWER ALLEN 1,President,,DEM,Write-In,0,2,0,0,2
    Cumberland,LOWER ALLEN 1,Attorney General,,DEM,Josh Shapiro,39,104,6,0,149
    Cumberland,LOWER ALLEN 1,Attorney General,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,H Scott Conklin,4,9,1,0,14
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,Michael Lamb,7,12,0,0,19
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,Tracie Fountain,13,45,1,0,59
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,Rose Rosie Marie Davis,5,4,1,0,10
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,Nina Ahmad,11,20,3,0,34
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,Christina M Hartman,4,13,0,0,17
    Cumberland,LOWER ALLEN 1,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 1,State Treasurer,,DEM,Joe Torsella,41,104,6,0,151
    Cumberland,LOWER ALLEN 1,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 1,U.S. House,10,DEM,Tom Brier,21,45,2,0,68
    Cumberland,LOWER ALLEN 1,U.S. House,10,DEM,Eugene Depasquale,25,62,4,0,91
    Cumberland,LOWER ALLEN 1,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1,State Senate,31,DEM,Rick Coplen,14,49,2,0,65
    Cumberland,LOWER ALLEN 1,State Senate,31,DEM,Shanna Danielson,18,40,4,0,62
    Cumberland,LOWER ALLEN 1,State Senate,31,DEM,John D Bosha,13,18,0,0,31
    Cumberland,LOWER ALLEN 1,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 1,General Assembly,88,DEM,Tara Shakespeare,42,106,6,0,154
    Cumberland,LOWER ALLEN 1,General Assembly,88,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 2,Registered Voters,,DEM,,,,,,1130
    Cumberland,LOWER ALLEN 2,Ballots Cast,,DEM,,99,400,18,1,518
    Cumberland,LOWER ALLEN 2,President,,DEM,Bernie Sanders,21,75,5,0,101
    Cumberland,LOWER ALLEN 2,President,,DEM,Joseph R Biden,70,310,12,1,393
    Cumberland,LOWER ALLEN 2,President,,DEM,Tulsi Gabbard,2,7,1,0,10
    Cumberland,LOWER ALLEN 2,President,,DEM,Write-In,4,6,0,0,10
    Cumberland,LOWER ALLEN 2,Attorney General,,DEM,Josh Shapiro,85,373,16,1,475
    Cumberland,LOWER ALLEN 2,Attorney General,,DEM,Write-In,0,1,1,0,2
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,H Scott Conklin,18,22,1,0,41
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,Michael Lamb,13,46,1,0,60
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,Tracie Fountain,28,136,8,0,172
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,Rose Rosie Marie Davis,5,19,2,0,26
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,Nina Ahmad,19,82,5,1,107
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,Christina M Hartman,11,74,0,0,85
    Cumberland,LOWER ALLEN 2,Auditor General,,DEM,Write-In,0,1,1,0,2
    Cumberland,LOWER ALLEN 2,State Treasurer,,DEM,Joe Torsella,87,372,16,1,476
    Cumberland,LOWER ALLEN 2,State Treasurer,,DEM,Write-In,0,1,1,0,2
    Cumberland,LOWER ALLEN 2,U.S. House,10,DEM,Tom Brier,45,157,7,1,210
    Cumberland,LOWER ALLEN 2,U.S. House,10,DEM,Eugene Depasquale,47,233,10,0,290
    Cumberland,LOWER ALLEN 2,U.S. House,10,DEM,Write-In,1,2,1,0,4
    Cumberland,LOWER ALLEN 2,State Senate,31,DEM,Rick Coplen,49,174,4,0,227
    Cumberland,LOWER ALLEN 2,State Senate,31,DEM,Shanna Danielson,32,161,10,1,204
    Cumberland,LOWER ALLEN 2,State Senate,31,DEM,John D Bosha,13,48,3,0,64
    Cumberland,LOWER ALLEN 2,State Senate,31,DEM,Write-In,2,1,1,0,4
    Cumberland,LOWER ALLEN 2,General Assembly,88,DEM,Tara Shakespeare,92,374,16,1,483
    Cumberland,LOWER ALLEN 2,General Assembly,88,DEM,Write-In,1,3,1,0,5
    Cumberland,LOWER ALLEN 3,Registered Voters,,DEM,,,,,,744
    Cumberland,LOWER ALLEN 3,Ballots Cast,,DEM,,95,196,5,0,296
    Cumberland,LOWER ALLEN 3,President,,DEM,Bernie Sanders,22,45,2,0,69
    Cumberland,LOWER ALLEN 3,President,,DEM,Joseph R Biden,63,143,3,0,209
    Cumberland,LOWER ALLEN 3,President,,DEM,Tulsi Gabbard,7,5,0,0,12
    Cumberland,LOWER ALLEN 3,President,,DEM,Write-In,3,3,0,0,6
    Cumberland,LOWER ALLEN 3,Attorney General,,DEM,Josh Shapiro,81,182,5,0,268
    Cumberland,LOWER ALLEN 3,Attorney General,,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,H Scott Conklin,18,11,1,0,30
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,Michael Lamb,11,23,0,0,34
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,Tracie Fountain,37,73,0,0,110
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,Rose Rosie Marie Davis,5,6,0,0,11
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,Nina Ahmad,11,34,1,0,46
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,Christina M Hartman,7,37,2,0,46
    Cumberland,LOWER ALLEN 3,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 3,State Treasurer,,DEM,Joe Torsella,83,183,5,0,271
    Cumberland,LOWER ALLEN 3,State Treasurer,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 3,U.S. House,10,DEM,Tom Brier,36,73,4,0,113
    Cumberland,LOWER ALLEN 3,U.S. House,10,DEM,Eugene Depasquale,51,116,1,0,168
    Cumberland,LOWER ALLEN 3,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 3,State Senate,31,DEM,Rick Coplen,36,67,4,0,107
    Cumberland,LOWER ALLEN 3,State Senate,31,DEM,Shanna Danielson,32,89,1,0,122
    Cumberland,LOWER ALLEN 3,State Senate,31,DEM,John D Bosha,22,33,0,0,55
    Cumberland,LOWER ALLEN 3,State Senate,31,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 3,General Assembly,88,DEM,Tara Shakespeare,85,186,5,0,276
    Cumberland,LOWER ALLEN 3,General Assembly,88,DEM,Write-In,2,0,0,0,2
    Cumberland,LOWER ALLEN 4,Registered Voters,,DEM,,,,,,482
    Cumberland,LOWER ALLEN 4,Ballots Cast,,DEM,,69,162,3,0,234
    Cumberland,LOWER ALLEN 4,President,,DEM,Bernie Sanders,25,28,0,0,53
    Cumberland,LOWER ALLEN 4,President,,DEM,Joseph R Biden,37,127,2,0,166
    Cumberland,LOWER ALLEN 4,President,,DEM,Tulsi Gabbard,6,3,1,0,10
    Cumberland,LOWER ALLEN 4,President,,DEM,Write-In,1,4,0,0,5
    Cumberland,LOWER ALLEN 4,Attorney General,,DEM,Josh Shapiro,59,151,2,0,212
    Cumberland,LOWER ALLEN 4,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,H Scott Conklin,7,19,0,0,26
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,Michael Lamb,13,16,0,0,29
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,Tracie Fountain,22,63,2,0,87
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,Rose Rosie Marie Davis,2,3,0,0,5
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,Nina Ahmad,16,32,0,0,48
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,Christina M Hartman,7,24,0,0,31
    Cumberland,LOWER ALLEN 4,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 4,State Treasurer,,DEM,Joe Torsella,60,153,2,0,215
    Cumberland,LOWER ALLEN 4,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 4,U.S. House,10,DEM,Tom Brier,35,59,0,0,94
    Cumberland,LOWER ALLEN 4,U.S. House,10,DEM,Eugene Depasquale,31,99,2,0,132
    Cumberland,LOWER ALLEN 4,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 4,State Senate,31,DEM,Rick Coplen,26,48,0,0,74
    Cumberland,LOWER ALLEN 4,State Senate,31,DEM,Shanna Danielson,27,81,0,0,108
    Cumberland,LOWER ALLEN 4,State Senate,31,DEM,John D Bosha,10,28,2,0,40
    Cumberland,LOWER ALLEN 4,State Senate,31,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER ALLEN 4,General Assembly,88,DEM,Tara Shakespeare,60,154,2,0,216
    Cumberland,LOWER ALLEN 4,General Assembly,88,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 5,Registered Voters,,DEM,,,,,,1027
    Cumberland,LOWER ALLEN 5,Ballots Cast,,DEM,,109,433,5,0,547
    Cumberland,LOWER ALLEN 5,President,,DEM,Bernie Sanders,22,55,0,0,77
    Cumberland,LOWER ALLEN 5,President,,DEM,Joseph R Biden,78,361,5,0,444
    Cumberland,LOWER ALLEN 5,President,,DEM,Tulsi Gabbard,6,11,0,0,17
    Cumberland,LOWER ALLEN 5,President,,DEM,Write-In,2,4,0,0,6
    Cumberland,LOWER ALLEN 5,Attorney General,,DEM,Josh Shapiro,92,410,5,0,507
    Cumberland,LOWER ALLEN 5,Attorney General,,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,H Scott Conklin,12,42,1,0,55
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,Michael Lamb,12,69,0,0,81
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,Tracie Fountain,32,164,3,0,199
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,Rose Rosie Marie Davis,9,6,1,0,16
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,Nina Ahmad,23,68,0,0,91
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,Christina M Hartman,10,63,0,0,73
    Cumberland,LOWER ALLEN 5,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 5,State Treasurer,,DEM,Joe Torsella,88,406,5,0,499
    Cumberland,LOWER ALLEN 5,State Treasurer,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 5,U.S. House,10,DEM,Tom Brier,53,156,4,0,213
    Cumberland,LOWER ALLEN 5,U.S. House,10,DEM,Eugene Depasquale,48,265,1,0,314
    Cumberland,LOWER ALLEN 5,U.S. House,10,DEM,Write-In,3,0,0,0,3
    Cumberland,LOWER ALLEN 5,State Senate,31,DEM,Rick Coplen,52,203,4,0,259
    Cumberland,LOWER ALLEN 5,State Senate,31,DEM,Shanna Danielson,32,150,0,0,182
    Cumberland,LOWER ALLEN 5,State Senate,31,DEM,John D Bosha,19,71,1,0,91
    Cumberland,LOWER ALLEN 5,State Senate,31,DEM,Write-In,2,1,0,0,3
    Cumberland,LOWER ALLEN 5,General Assembly,88,DEM,Tara Shakespeare,91,408,5,0,504
    Cumberland,LOWER ALLEN 5,General Assembly,88,DEM,Write-In,3,1,0,0,4
    Cumberland,LOWER ALLEN 6,Registered Voters,,DEM,,,,,,768
    Cumberland,LOWER ALLEN 6,Ballots Cast,,DEM,,39,300,1,1,341
    Cumberland,LOWER ALLEN 6,President,,DEM,Bernie Sanders,16,52,0,0,68
    Cumberland,LOWER ALLEN 6,President,,DEM,Joseph R Biden,17,230,1,1,249
    Cumberland,LOWER ALLEN 6,President,,DEM,Tulsi Gabbard,1,9,0,0,10
    Cumberland,LOWER ALLEN 6,President,,DEM,Write-In,2,6,0,0,8
    Cumberland,LOWER ALLEN 6,Attorney General,,DEM,Josh Shapiro,31,273,1,0,305
    Cumberland,LOWER ALLEN 6,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,H Scott Conklin,8,26,1,0,35
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,Michael Lamb,3,27,0,0,30
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,Tracie Fountain,10,88,0,0,98
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,Rose Rosie Marie Davis,3,12,0,0,15
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,Nina Ahmad,8,56,0,0,64
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,Christina M Hartman,4,59,0,0,63
    Cumberland,LOWER ALLEN 6,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LOWER ALLEN 6,State Treasurer,,DEM,Joe Torsella,32,262,1,0,295
    Cumberland,LOWER ALLEN 6,State Treasurer,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER ALLEN 6,U.S. House,10,DEM,Tom Brier,19,103,0,1,123
    Cumberland,LOWER ALLEN 6,U.S. House,10,DEM,Eugene Depasquale,17,186,1,0,204
    Cumberland,LOWER ALLEN 6,U.S. House,10,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 6,State Senate,31,DEM,Rick Coplen,13,137,1,0,151
    Cumberland,LOWER ALLEN 6,State Senate,31,DEM,Shanna Danielson,14,105,0,0,119
    Cumberland,LOWER ALLEN 6,State Senate,31,DEM,John D Bosha,8,44,0,0,52
    Cumberland,LOWER ALLEN 6,State Senate,31,DEM,Write-In,0,1,0,0,1
    Cumberland,LOWER ALLEN 6,General Assembly,88,DEM,Tara Shakespeare,32,271,1,0,304
    Cumberland,LOWER ALLEN 6,General Assembly,88,DEM,Write-In,0,2,0,0,2
    Cumberland,LOWER FRANKFORD,Registered Voters,,DEM,,,,,,252
    Cumberland,LOWER FRANKFORD,Ballots Cast,,DEM,,44,51,2,0,97
    Cumberland,LOWER FRANKFORD,President,,DEM,Bernie Sanders,13,9,0,0,22
    Cumberland,LOWER FRANKFORD,President,,DEM,Joseph R Biden,22,38,2,0,62
    Cumberland,LOWER FRANKFORD,President,,DEM,Tulsi Gabbard,4,2,0,0,6
    Cumberland,LOWER FRANKFORD,President,,DEM,Write-In,2,2,0,0,4
    Cumberland,LOWER FRANKFORD,Attorney General,,DEM,Josh Shapiro,36,48,2,0,86
    Cumberland,LOWER FRANKFORD,Attorney General,,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,H Scott Conklin,10,3,0,0,13
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,Michael Lamb,4,2,1,0,7
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,Tracie Fountain,9,22,1,0,32
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,Rose Rosie Marie Davis,2,4,0,0,6
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,Nina Ahmad,3,6,0,0,9
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,Christina M Hartman,13,10,0,0,23
    Cumberland,LOWER FRANKFORD,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,LOWER FRANKFORD,State Treasurer,,DEM,Joe Torsella,36,46,2,0,84
    Cumberland,LOWER FRANKFORD,State Treasurer,,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER FRANKFORD,U.S. House,13,DEM,Todd Rowley,36,46,2,0,84
    Cumberland,LOWER FRANKFORD,U.S. House,13,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER FRANKFORD,General Assembly,199,DEM,Janelle Kayla Crossley,37,49,2,0,88
    Cumberland,LOWER FRANKFORD,General Assembly,199,DEM,Write-In,1,1,0,0,2
    Cumberland,LOWER MIFFLIN,Registered Voters,,DEM,,,,,,266
    Cumberland,LOWER MIFFLIN,Ballots Cast,,DEM,,41,51,0,0,92
    Cumberland,LOWER MIFFLIN,President,,DEM,Bernie Sanders,11,12,0,0,23
    Cumberland,LOWER MIFFLIN,President,,DEM,Joseph R Biden,19,33,0,0,52
    Cumberland,LOWER MIFFLIN,President,,DEM,Tulsi Gabbard,7,1,0,0,8
    Cumberland,LOWER MIFFLIN,President,,DEM,Write-In,3,2,0,0,5
